title,label
Thai civil rights lawyer Somchai Neelapaichit presumed dead,not-clickbait
New Arrivals Mean New Quandary for Knicks,not-clickbait
In Defense Of Oatmeal Raisin Cookies,clickbait
India wins Gavaskar Border trophy defeating Australia 2-0,not-clickbait
Italian police deal strong blow to Mafia network,not-clickbait
21 Insanely Colorful Meals That Are Healthy AF,clickbait
Jackie Stewart's Long View,not-clickbait
Malaysian Court Orders Reinstatement of Opposition Minister,not-clickbait
Federally-funded abstinence programs fraught with problems: Report,not-clickbait
"FBI arrests four in alleged plot to bomb Bronx synagogues, shoot down plane",not-clickbait
Thousands flee Nigerian town to escape from militants,not-clickbait
"Distributed computing to get ""interstellar project""",not-clickbait
You Assholes Love Pumpkin Spice So Much How About You Try The Real Thing,clickbait
Things That All Skeptical People Know,clickbait
19 Beautiful Places In Scotland That Give People All The Feels,clickbait
We Need To Talk About James Reid,clickbait
24 Reasons Why Netflix Is The Most Important Thing In Your Life,clickbait
18 Chelsea Handler Quotes For When You Need A Sassy Comeback,clickbait
15 Of The Most Hilarious Tweets About College Life In India,clickbait
22 Times Animals Were You Just Trying To Live Your Life,clickbait
16 Things Hardcore Sneaker-Lovers Know To Be True,clickbait
Which Fantastic Magical Beast Are You Based On Your Zodiac Sign,clickbait
CanadaVOTES: Liberal incumbent Susan Kadis running in Thornhill,not-clickbait
Swiss President visits Ghana,not-clickbait
21 infants found dead in Chinese river,not-clickbait
New Zealand's worst behaved politicians list released,not-clickbait
16 Photos From The Delhi Queer Pride Parade That Will Restore Your Faith In Humanity,clickbait
Canadian Public Safety Minister: New RCMP commissioner will be hired in June,not-clickbait
Lesnar Defends His U.F.C. Title,not-clickbait
These Eerie Photos Capture The Oddball Beauty Of Suburban America,clickbait
Beltran Plays His Odds on the Basepaths,not-clickbait
"Subprime Loans, Corporate-Style, Will Fuel Defaults",not-clickbait
Turmoil in Venezuelan Town,not-clickbait
30 Hella Easy Ways To Seriously Transform Your Old Jeans,clickbait
We Know Your Birth Month Based On Two Totally Unrelated Questions,clickbait
Ethiopians vote amid opposition charges of fraud,not-clickbait
"Dear Academy, Please Give Leo DiCaprio A Fucking Oscar",clickbait
"Student commits suicide at school near Philadelphia, U.S.A.",not-clickbait
NHL: Ducks charge to two game lead over Wild,not-clickbait
19 Stans Who Stan'd A Little Too Hard,clickbait
You Can Finally Get Rid Of Your iPhone's Dumb Default Apps,clickbait
Starbucks Reports 77% Earnings Decline,not-clickbait
Iran Imprisons 4 It Had Accused of Rebellion,not-clickbait
17 QVC Fails Guaranteed To Make You Laugh,clickbait
"Here's A Clever Thing You Never Noticed About ""Beauty And The Beast"" And ""Aladdin""",clickbait
Can You Identify The Dog Breed By Its Picture,clickbait
Modern Relationship Struggles,clickbait
"France, Italy, UK sending military advisers to Libya; photojournalists killed in Misrata",not-clickbait
London bombing: Police search houses in Leeds,not-clickbait
"Which Fright From ""This Is Halloween"" Are You",clickbait
What's The Worst Thing You've Ever Put In Your Mouth,clickbait
The BuzzFeed Love Test,clickbait
For Everyone Who Believes In Freedom For Kesha,clickbait
Venezuelan economy shrank by 5.8% in fourth quarter of 2009,not-clickbait
America's Cup: Alinghi wins,not-clickbait
23 Tweets About Lawyers And Trials That Will Make You Laugh Out Loud,clickbait
Hasegawa retains Bantamweight title,not-clickbait
Theory: Kendall Jenner And Emily Ratajkowski Are Actually Twins Separated At Birth,clickbait
32 Things Justin Bieber Definitely Says To Whoever Takes His Instagram Pictures,clickbait
Jansa reelected President of Slovenian Democratic Party,not-clickbait
Test Your Culinary Knowledge,clickbait
This Video Of A Dying Dog Being Nursed Back To Health Is Heartwarmingly Beautiful,clickbait
23 Times Kelly Rowland Was So Gorgeous It Almost Hurt,clickbait
Sports Museum of America Is Set to Close,not-clickbait
Women Tell You Secrets About Masturbation,clickbait
Environmentalists in a Clash of Goals,not-clickbait
O. J. Simpson sentenced to 15 years in prison,not-clickbait
S.E.C. Nominee Offers  Plan for Tighter Regulation,not-clickbait
14 Scrumptious Fall Recipes That Use Exactly One Can Of Pumpkin,clickbait
19 Confessions From People Who Aren't Excited To See Their High School Friends,clickbait
"Can You Match The ""BoJack Horseman"" Quote To The Character",clickbait
19 Dinosaur Things You Need In Your Life Right Now,clickbait
A Group Of College Friends Dressed Up As 90s Bridal Party For Halloween And Had A Fake Wedding,clickbait
Kanye West Called Out Wiz Khalifa On Twitter And It Was Incredible,clickbait
"At Paris Air Show, Little Flash and Lots of Introspection",not-clickbait
"Remembering Jenkem, The Greatest Internet Hoax",clickbait
Golfers Expect a Tougher Masters After Gentle Round 1,not-clickbait
"12-year-old girl dies after collapsing in school in Northamptonshire, England",not-clickbait
Hole in fuselage causes Qantas flight to make emergency landing,not-clickbait
"For Snowboarders, Olympic Qualifying Is Slippery Slope",not-clickbait
24 Celebrities Who Look So Similar It's Damn Creepy,clickbait
Tour de France Officials and Teams at Impasse Over Radio Ban,not-clickbait
"NSW Premier Iemma quits, replaced by Rees",not-clickbait
Wikipedia features Encyclopædia Britannica on its main page,not-clickbait
Cavaliers Have Been Dominant but Not Intriguing,not-clickbait
Australia records hottest year on record,not-clickbait
"Man auctions his life on eBay, is disappointed at sale price",not-clickbait
What's The Best Kind Of Penis For You Based On Your Zodiac Sign,clickbait
Seeking a Monaco on Biscayne Bay,not-clickbait
North Korea shuts down nuclear reactor,not-clickbait
22 Things All Latina Moms Understand,clickbait
"Japan earthquake death toll estimated at over 10,000",not-clickbait
U.S. Signals Willingness to Talks With Cuba,not-clickbait
President of East Timor pardons rebels who shot him,not-clickbait
Large 7.2 earthquake strikes China,not-clickbait
21 Struggles Everyone Who Has Done A Dissertation Will Understand,clickbait
13 Of The Most Glorious Made-Up Words From Literature,clickbait
Banned film 'The Profit' appears on Web,not-clickbait
27 Sex Questions You're Too Afraid To Ask Anyone But Google,clickbait
These Grandmas Played Recent College Grads In Flip Cup And It's Everything,clickbait
16 Truths For People Who Fucking Love Naps,clickbait
"Your Weekly Gossip Roundup: Shia LaBeouf Gets Arrested, Pippa Middleton Splits With Her Boyfriend, And More",clickbait
Texas Rebellion Gives a Centrist a Lift,not-clickbait
13 Misogynistic Phrases That Need To Die,clickbait
21 Unbelievably Delicious Things You Can Do To Cookie Dough,clickbait
How Much Of A Chocoholic Are You,clickbait
19 Maps That Will Change How You See Your Favourite Fictional Worlds,clickbait
Which Zodiac Is Your Perfect Match Based On Your Favourite Video Game,clickbait
Weird Things You Do When You Have A Secret Crush,clickbait
29 Hilarious Fake Literary Band Names,clickbait
"Hawaii, US beats Curacao in Little League World Series Championship",not-clickbait
Can We Tell If You're An Introvert Or Extrovert With Colors,clickbait
Fire and explosions kill at least 30 at Iranian chemical factory,not-clickbait
16 Things Only People With Raynaud's Will Understand,clickbait
24 Gorgeous DIYs That Go For The Gold,clickbait
A Teenager And A Porn Star With The Same Name Confused Twitter,clickbait
7 Surprisingly Easy Ways To Get Organized For The Holidays,clickbait
"A Bunch Of Men Made Pinterests Of Their Dream Weddings And It's Super Cute, Bro",clickbait
26 Products Every Whale Lover Needs In Their Home,clickbait
"Seven-year-old girl killed in Detroit, Michigan police raid",not-clickbait
Waterboarding Used 266 Times on 2 Suspects,not-clickbait
"Website of Bill O'Reilly, FOX News commentator, hacked in retribution",not-clickbait
Extraordinary feature found on Saturn's moon Iapetus,not-clickbait
8 Things No One Tells Guys With Body Image Anxiety,clickbait
Can You Pass The Cookie Tin Test,clickbait
Would You Rather: The New Years Resolution Edition,clickbait
13 Things You Didn't Know About Extreme Poverty,clickbait
"22 Of The Most Incredible ""First"" Pictures From History",clickbait
17 Valentine's Day Cards Full Of Hot Love And Emotion,clickbait
Death of 4000th U.S. soldier in Iraq shines spotlight on gays in the military,not-clickbait
Which Of The Kids In The Hall Is Your Soulmate,clickbait
Some results released in recount of Zimbabwe election results,not-clickbait
Fox News Primes for the Obama Administration,not-clickbait
Israel Declares Cease-Fire; Hamas Says It Will Fight On,not-clickbait
Bishop Who Denied Holocaust Ousted,not-clickbait
"Iran hangs three suspects for mosque bombing, blames U.S. and Israel",not-clickbait
15 Surreal Places In Texas You Need To Visit Before You Die,clickbait
Co-creator of Berenstain Bears dies at 82,not-clickbait
Bobby Flay And His Cat Are The Most Magical Duo Ever,clickbait
21 Insanely Delicious Oven-Fried Foods To Make Right Now,clickbait
"Here's A Mindblowing ""Harry Potter"" Fan Theory About The Avada Kedavra Curse",clickbait
Former United States press secretary Jerald terHorst dies at age 87,not-clickbait
Investors See a Glimmer and Send Shares Higher,not-clickbait
Here Are 16 Truly Useful Tools For Beginner Cooks,clickbait
"Major fire reported in Soho, London",not-clickbait
The Two Ways You Look At Yourself In The Mirror,clickbait
Which EDM Artist Are You Based On Your Favorite Pizza,clickbait
Kung Fu star Carradine found dead in Bangkok hotel,not-clickbait
An Inexpensive Digital Edge on the Golf Course,not-clickbait
16 Excellent Movies To Watch On Netflix That Were Directed By Women,clickbait
"5 Killed in Violence Across Iraq, but a Pilgrimage Ends Quietly",not-clickbait
Explosion sinks Indian Navy submarine,not-clickbait
"How Well Do You Know These Random, 16th Century Flemish Proverbs",clickbait
"A Soccer Coach Wins, Then Leaves",not-clickbait
Elmo's Twitter Is Lit AF,clickbait
UN convoy attacked by gunman in Ivory Coast as peacekeeping forces ordered to leave country,not-clickbait
Kofi Annan: Iraq situation much worse than civil war,not-clickbait
"25 Important Lessons We Learned From ""The O.C.""",clickbait
"After a Week of Travel, Castroneves Has a New Trip",not-clickbait
TV presenter Vernon Kay has to deny death claims after Wikipedia article claims he is dead,not-clickbait
18 Shocking Big Dick Confessions,clickbait
Leftist Party Wins Salvadoran Vote,not-clickbait
"With Typical Drama, Woods Caps His Latest Comeback",not-clickbait
"15 Funny, Shocking, And Truly Weird Real-Life Coincidences",clickbait
UN holding recruitment exams in under-represented countries,not-clickbait
The Quadrangle Group Is Said to Win a Confidence Vote,not-clickbait
UK military deaths in Afghanistan reach 250,not-clickbait
State Police Charge Horse Breeder With Animal Cruelty,not-clickbait
Israel Hopes to Finish Troop Withdrawal by Tuesday,not-clickbait
19 Amazing DIY Gifts That Only Look Expensive,clickbait
This Interview With Jennifer Lawrence Is The Most Jennifer Lawrence Thing To Happen,clickbait
2007 Twenty20 World Championship: England vs Zimbabwe,not-clickbait
"In Debate of Best Goalies, Brodeur Has Company",not-clickbait
"The ""Mr.Robot"" Cast Gave Us The Title Sequence We Deserve At NYCC",clickbait
18 Heartbreaking Confessions From People With Agoraphobia,clickbait
"45 Thoughts I Had During ""AHS: Hotel"" Episode 5",clickbait
21 Tweets All Homebodies Will Appreciate,clickbait
Blair launches third and final manifesto,not-clickbait
"If ""High School Musical"" Song Titles Were Honest",clickbait
'World' stops turning for longest-running US soap opera,not-clickbait
Anthrocon 2007 draws thousands to Pittsburgh for furry weekend,not-clickbait
13 Valentine's Day Cards For Gay Men,clickbait
Tornado kills one and injures 100 in northern Colorado,not-clickbait
Report claims UK might withdraw from Iraq as early as October,not-clickbait
Geffen Said to Be Still Interested in The New York Times,not-clickbait
"Jimmy Fallon Is Getting His Own Ride At Universal Based On The ""Tonight Show""",clickbait
17 Practical Things Every Girl Needs,clickbait
US rapper Nate Dogg dies at age 41,not-clickbait
"23 Reasons Jess And Nick From ""New Girl"" Were Actually Perfect",clickbait
Yahoo May Announce Layoffs on Tuesday,not-clickbait
President Bush to meet with LDS Church leaders in Utah,not-clickbait
UN High Commissioner for Human Rights: close Guantanamo Bay,not-clickbait
Brazil blames human error for 2006 midair airliner collision,not-clickbait
Cyprus charges five over 2005 air crash that killed 121,not-clickbait
Switzerland is voting on same-sex partnerships and Schengen/Dublin,not-clickbait
"Here's The Cast Of ""Jessica Jones"" Next To Their Comics Counterparts",clickbait
HIV-positive man receives 35 years for spitting on Dallas police officer,not-clickbait
Middle Eastern troops enter Bahrain after protests,not-clickbait
Ohio Seeks to End Interest Abuses in Payday Loans,not-clickbait
10 Ridiculously Easy And Delicious Soups That Are Perfect For Fall,clickbait
"Man arrested after fatal accident in Londonderry, Northern Ireland",not-clickbait
Does Hewlett-Packard Need a Dose of Anarchy?,not-clickbait
Which Disney Castle Should You Live In,clickbait
This District Magistrate Had A Meal Cooked By A Widow To Dispel Villagers' Superstitions,clickbait
Prince (27 Points) and Scarlet Knights Turn Back No. 2 Seed,not-clickbait
Watch This Boyfriend Blindly Guess Which Hand Belongs To His Boyfriend,clickbait
US House of Representatives passes 'clean energy bill',not-clickbait
One dead in Michigan school shooting,not-clickbait
"Thailand's ""Truth Today"", Thaksin tonight; pro-government protesters mass at stadium",not-clickbait
Strauss-Kahn case dismissed,not-clickbait
13 Weird Italian Expressions Translated Literally Into English,clickbait
San Francisco to Toughen a Strict Recycling Law,not-clickbait
7 Facts About History That Will Blow Your Mind,clickbait
Do You Actually Prefer Ryan Gosling Or Ryan Reynolds,clickbait
Manufacturing Orders Are Rising in China,not-clickbait
This Is What It Looks Like To Graduate 79 Years Late,clickbait
Foreigners Filling Jobs That Iraqis Often Shun,not-clickbait
Diane Keaton Running To Get Froyo Is Diane Keaton Living Her Best Life,clickbait
The Names Of Popular Celebrities According To My Mom,clickbait
Violence in Uganda enters second day,not-clickbait
17 Things People Who Don't Need Glasses Will Never Understand,clickbait
Former US Congressman Tom DeLay sentenced to three years in prison,not-clickbait
16 Stunning And Easy Ways To Tie Your Hijab,clickbait
What's Your Zodiac Sign's Ice Cream Flavor,clickbait
"John Legend Beautifully Performed ""All Of Me"" At This Couple's Wedding",clickbait
S.E.C. Chief Tries to Stake Out Role in Overhaul,not-clickbait
31 Hilarious Tweets About Eating Healthy That Will Get You Every Time,clickbait
The Year 2015 In Haikus,clickbait
What Is Your Personality Type Based On Your Signature,clickbait
What Discontinued Fast Food Item Do You Miss The Most,clickbait
19 Reasons Straight Women Should Stay Single Forever,clickbait
"This Is What The ""Harry Potter"" Characters Looked Like In The First Movie Vs. The Last",clickbait
Details emerge on fatal stabbing at Belgian day care centre,not-clickbait
Professor Accused of Pocketing NASA Money,not-clickbait
"As Giants Pack Up, Issues and Chagrin Linger",not-clickbait
Contraceptive Sponge Makes a Return to Pharmacy Shelves,not-clickbait
Manhunt on for gay bar attacker in Massachusetts,not-clickbait
17 Birds Who Are Complete Assholes,clickbait
Pigskin A Blanket: NFL Week 9 Picks,clickbait
White House cuts Hubble from budget,not-clickbait
Bombings kill over 100 in Baghdad,not-clickbait
This Man Found A 100-Year-Old Wedding Cake While Cleaning His Garage,clickbait
Economist Milton Friedman dies at 94,not-clickbait
Nuclear sites close as more UK workers walkout,not-clickbait
16 Hilarious Disney Vines That Totally Nailed It,clickbait
21 Insane Things That Were Actually Said To People Of Color,clickbait
Stocks Rise for a 4th Day on Strong Earnings,not-clickbait
"Married Vs. Single: When To Say ""I Love You""",clickbait
A Fitting Time to Honor Mentor of Ashe and Gibson,not-clickbait
Investors Compete for a Piece of the Madoff Pie,not-clickbait
"Dam in Queensland, Australia bursts, four missing",not-clickbait
"Battle for Trafalgar Square, London as violence breaks out between demonstrators and riot police",not-clickbait
Which Music Era Do You Actually Belong In,clickbait
36 Of The Absolute Best Curvy Costume Ideas,clickbait
The 21 Best Picture Books Of 2015,clickbait
TESEV Report on Eastern Turkey for UNDP released,not-clickbait
17 Pictures Of Beach Bodies That Will Get You Motivated,clickbait
"""Harry Potter"" Fans Have Turned Platform 9 3/4 Into A Memorial For Alan Rickman",clickbait
Baghdad judge clears pair of murdering six foreign soldiers,not-clickbait
Which Celebrities Have The Same Zodiac Sign As You,clickbait
BuzzFeed Crossword: CelebriBabies,clickbait
18 Pictures That Perfectly Sum Up Becoming An Adult,clickbait
Two suspects killed in UK bank robbery,not-clickbait
South Korean Court to Hear Suit From North,not-clickbait
This Woman Tried To Live Like Kylie Jenner For A Week And It Was Exhausting,clickbait
Building in Barcelona damaged by explosion,not-clickbait
Wall Street Closes Lower as Global Forecast Dims,not-clickbait
17 Freak Occurrences That Unfortunately Killed These People,clickbait
Smoke bomb thrown in Ukrainian parliament during naval base debate,not-clickbait
What Kind Of Roommate Are You Actually,clickbait
"For Now, Albert Pujols Is at Home in St. Louis",not-clickbait
"3 Dead in Georgia Shooting, and a Professor Is Sought",not-clickbait
"For Anyone Who Watched ""Master Of None"" Just For Denise",clickbait
Can You Kiss The Right Guy On New Year's Eve,clickbait
These Monster Sugar Cookies Are The Cutest Thing You Will See All Day,clickbait
Iraqi Officials Concerned That Absence of Shiite Pilgrims Could Affect Elections,not-clickbait
"These People Complaining About ""The Wiz"" Seem To Have Forgotten That ""The Wizard Of Oz"" Exists",clickbait
"Cheney-Rumsfeld ""Cabal"" alleged in the USA",not-clickbait
Seven arrested in UK cruise ship drugs seizure,not-clickbait
18 Deliciously Decadent Lemon Desserts To Die For,clickbait
Death toll in fatal fire in Croatia climbs to eight,not-clickbait
Ryan Reynolds Played Sensual Music While His Wife Was In The Delivery Room,clickbait
"Spanish trawler missing, three die in UK as storms hit northern Europe",not-clickbait
"Work begins on ""Lisbon Treaty""",not-clickbait
"Do You Know The Lyrics To ""Bullfrog In Love"" From ""The Office""",clickbait
"13 ""Teen Wolf"" Questions That Are Impossible To Answer",clickbait
Student on Trial in Italy Claims Police Pressure,not-clickbait
Over 100 people protest exclusion of gender identity protection in ENDA outside HRC dinner,not-clickbait
Joe Jonas Started A New Band Without His Brothers,clickbait
President Bush plans to attend opening of Beijing Olympics,not-clickbait
Australian TV networks reprimanded for breaching code of practice,not-clickbait
SABMiller acquires Colombian Grupo Bavaria brewery,not-clickbait
"Pope, Expressing Solidarity With Jews, Reacts to Uproar Over a Holocaust Denier",not-clickbait
U.S. Senator Tim Johnson hospitalized,not-clickbait
21 Secrets People Who Hate Having Sex Won't Tell You,clickbait
Neighbours of Niger also facing food crisis,not-clickbait
Stop What You're Doing And Add Lady Gaga On Snapchat,clickbait
Radio Links to Go Silent for a Tour De France Test,not-clickbait
Al-Qaeda in Iraq second-in-command reported killed during US raid,not-clickbait
Here Is A Really Delicious Way To Enjoy Acorn Squash,clickbait
"As Real Madrid Packs in Players, Some Must Go",not-clickbait
16 Teens Who Are Going To Rule The World In 2016,clickbait
"Redskins Sign Haynesworth, but They Pay Top Dollar",not-clickbait
19 Ways To Make Everyone Who Works Retail Hate You,clickbait
Jihadis still work online,not-clickbait
"Two large earthquakes rattle Japan, Russia",not-clickbait
Which Gangster Movie Bride Are You,clickbait
Australians fast over 2004 Xmas in empathy with detainees,not-clickbait
Can You Identify These Movies Based On The Main Character's BFF,clickbait
"UK raises terrorism alert level to ""severe""",not-clickbait
A Mouse Has Died Inside A 155-Year-Old Mousetrap In A Museum Exhibit,clickbait
Obama Moves to Reverse Bush Labor Policies,not-clickbait
15 Game-Changing Eyeliner Charts If You Suck At Makeup,clickbait
Quebec City mayor dies unexpectedly,not-clickbait
Which Dessert Should Be Your Valentine Based On Your Zodiac Sign,clickbait
Wikinews visits the Pacific Orchid Exposition,not-clickbait
States Resort to Furloughs Even as Need for Services Grows,not-clickbait
"Meet Jill, The Most Adorable Squirrel On Instagram",clickbait
"Matthew Lewis Plays A Hilarious Game Of ""Would You Rather""",clickbait
What Is A Water Bear,clickbait
Disney Princesses As Damn Rocks,clickbait
Hat Vs. Hat,clickbait
Literally Just A Bunch Of Inspiring GIFs Of The Rock,clickbait
Switzerland Agrees to Help Pursue Tax Cheats,not-clickbait
Do You Know Your GF's Face By Touch,clickbait
Recall of Thomas the Tank Engine toys due to lead-paint fears,not-clickbait
No Mechanical Problems Found After Boston Train Crash,not-clickbait
Suicide Bomber Kills 28 in Sri Lanka,not-clickbait
Seeds placed in Norwegian vault as agricultural 'insurance policy',not-clickbait
Strong earthquake strikes Indonesia,not-clickbait
Demi Lovato On Her Mental Health Journey,clickbait
An Australian Cartoon Has Depicted Indian Villagers Eating Solar Panels,clickbait
"Wreckage of gas tanker removed after crash onto railway line in County Durham, England",not-clickbait
Miners survive underground fire in Tasmania,not-clickbait
Russian police say Moscow airport bomber identified,not-clickbait
Vettel becomes youngest Formula One champion,not-clickbait
22 Questions All Chelsea Fans Have For Arsenal Fans,clickbait
NASA schedules launch date for comet-chasing probe,not-clickbait
Near-Earth asteroid 2004 MN4 reaches Torino Scale hazard rating 4,not-clickbait
Ferry crashes into smaller boats in West Vancouver after losing power,not-clickbait
Bruno Mars Might Headline Super Bowl 50,clickbait
Online Age Quiz Is a Window for Drug Makers,not-clickbait
Investment Will Expand Staff at Talking Points Memo,not-clickbait
"Oprah Revealed That She Repeatedly Yelled ""You Get A Car!"" Because Everyone Was Confused As Fuck",clickbait
23 Things Women Say Vs. What They Actually Mean,clickbait
What Type Of Penis Would You Be,clickbait
11th-Hour Ruling Blocks Utah Oil and Gas Leases,not-clickbait
Triathlon national championship held in Belgium,not-clickbait
Chelsea beats Arsenal in Carling Cup,not-clickbait
"17 Signs ""Younger"" Should Be Your Next Binge-Watch",clickbait
Former US Senator Jesse Helms dead at 86,not-clickbait
Decline of PC Sales Hurts Microsoft Again,not-clickbait
South Australian father and daughter in sexual relationship,not-clickbait
How Stanford Financial Dodged U.S. Regulators,not-clickbait
Many nations offer material aid to hurricane victims; Bush refuses to accept,not-clickbait
Witnesses testify in former Iraqi leader Saddam Hussein's trial,not-clickbait
African refugees allege forced labour by Turkish police,not-clickbait
Australian Labor Party shelves government oversight of media legislation,not-clickbait
South Africa Under the Microscope One Year Before the World Cup,not-clickbait
What Do You Wish You Knew Before You Went To College,clickbait
16 Times Calum Hood Was The King Of Instagram,clickbait
How Much Of A Potato Addict Are You Really,clickbait
G.O.P. Leader Wants to Be More Than Opposition,not-clickbait
NASA: Discovery appears safe to return to Earth,not-clickbait
Being A Gay Guy: Thoughts Vs. Real Life,clickbait
21 Gardening Projects To Get You Through Winter,clickbait
Just A Reminder That Chace Crawford Looks Flawless AF Right Now,clickbait
Which Of The Great Lakes Are You,clickbait
This Color Test Will Determine What City You Should Actually Live In,clickbait
Sri Lanka's foreign minister killed in sniper attack,not-clickbait
Helen Mirren Looked The Best She's Ever Looked Last Night,clickbait
Is Armpit Hair Sexy On Women,clickbait
Watch Asif Confess What It's Like When A Breakup With Your Best Friend Becomes A Massive Meme,clickbait
22 Things That Would Be Different If Disneyland Were In Canada,clickbait
Homer and Tough Defense Propel the Mets,not-clickbait
NASA spacecraft enters Mars orbit,not-clickbait
China Accuses Dissident of Subversion,not-clickbait
17 Times The Internet Nailed What It's Like To Be An Aries,clickbait
32 Times Lady Gaga Slayed The Shit Out Of Us On Instagram,clickbait
Pittsburgh Survives Battle With Oklahoma State,not-clickbait
EU reaches budget deal,not-clickbait
NHL: Vancouver Canucks showcase new uniform,not-clickbait
Can You Guess Someone's Hogwarts House From One Selfie,clickbait
A Top Editor Will Leave Time Inc. After 31 Years,not-clickbait
14 Mugs That Perfectly Sum Up 2015,clickbait
11 Things Every Canadian Does,clickbait
Mansour announces election plans for Egypt after violence and protests,not-clickbait
"Can You Name These ""Bake Off"" Technical Challenges",clickbait
21 Reasons You Should Date A Canadian,clickbait
21 Things Every Guy Should Know About His Black Girlfriend's Hair,clickbait
17 Pictures That Sum Up The Life Of A Really Skinny Girl,clickbait
"A Bunch Of People Are Texting Their Exes With Just Adele's ""Hello"" Lyrics",clickbait
42 Dogs Who Found Their Forever Homes In 2015,clickbait
19 Stealthy Products That'll Protect All Your Things,clickbait
This Woman Is Trying To Make Fake Freckles The Next Big Beauty Trend,clickbait
23rd Southeast Asian Games officially begins November 27,not-clickbait
"John Boyega Completely Lost His Shit When He Watched Himself In The ""Star Wars: The Force Awakens"" Trailer",clickbait
This Guy Makes The Most Insane Silhouettes Cut Out Of Paper,clickbait
"How Well Do You Remember Season 1 Of ""Friends""",clickbait
A 5.6 Richter quake hits Western Montana,not-clickbait
21 Photos That Will Give You The Most Intense Kitchen Goals,clickbait
"Goodbye, America's Next Top Model",clickbait
"Airliner crash wounds four in Durban, South Africa",not-clickbait
Dalai Lama visits monastery despite protests from China,not-clickbait
BFFs Tried Sensual Yoga And Had The Time Of Their Lives,clickbait
18 Lazy-Girl Dessert Hacks,clickbait
How To Make Veggie Stir-Fry That's Even Better Than Takeout,clickbait
Who Said It: Kanye West Or Jenna Maroney,clickbait
Can You Name Every My Chemical Romance Song,clickbait
Guy Friends Get Naked And Bare All,clickbait
19 Times Gizmo The Griffon Won Instagram In 2015,clickbait
26 People Who Got Shittier Christmas Gifts Than You,clickbait
"Leona Lewis assaulted at book signing in London, England",not-clickbait
"""Black Mirror"" Creator On David Cameron's PigGate: ""I Didn't Try To Predict This""",clickbait
"29 ""Harry Potter And The Chamber Of Secrets"" Titles That Are Actually Accurate",clickbait
Leaders Press End to Iranian Protest Over Election,not-clickbait
Bank of Japan Steps Up Effort to Ease Credit,not-clickbait
Regazzoni dies in road accident,not-clickbait
Kidnapped Spanish aid worker is released,not-clickbait
4-Wheel Dreams for Millions of Drivers in India,not-clickbait
Here's DJ Khaled's Inspirational Advice For Jeb Bush,clickbait
This Artist Has Perfectly Reimagined Disney Animals With Human Personalities,clickbait
These DIY Fruit Waters Will Make You Feel Amazing,clickbait
These Black LGBT People Reveal What Happened When They Came Out,clickbait
Do You Know How Old Your Favorite Pop Star Was When They Released Their First Album,clickbait
Merck-Schering Merger Awaits Reaction From Johnson & Johnson,not-clickbait
Which Hogwarts Houses Do These 2016 Oscar Nominees Belong In,clickbait
Yankees Grab a Share of First Place as Everyone Lends a Hand,not-clickbait
Japanese whaling ship to dock in Hobart,not-clickbait
"Knicks, Without Lee, Fall to Orlando",not-clickbait
Here's The First Footage Of Shanghai Disneyland,clickbait
How Many Of These Michael Cera Movies Have You Seen,clickbait
The Definitive Guide To Checking Your Phone When It's Cold,clickbait
Put Ad on Web. Count Clicks. Revise.,not-clickbait
"With Victory, Louisville Is Tied for Lead in Big East",not-clickbait
This Super Fast Trick To Getting Faux Locs Just Changed Every Lazy Human's Life,clickbait
19 Heartbreaking Confessions From Men Suffering From Emotional Abuse,clickbait
"UConn Rolls Into Round of 8, but Only After a Test",not-clickbait
UN scientist: Eat less meat to tackle climate change,not-clickbait
British government scraps planned rules on pay equality,not-clickbait
Iraqi journalist arrested after throwing shoes at George W. Bush,not-clickbait
"Are You More Like Howard Or Raj From ""The Big Bang Theory""",clickbait
Space Shuttle Lands in California,not-clickbait
"Simon Cowell Was Headbutted Live On ""The X Factor""",clickbait
46 Taylor Swift Lyrics For When You Need An Instagram Caption,clickbait
19 Things Every Vegetarian Must Eat Before They Die,clickbait
"How Well Do You Know The Lyrics To ""Hakuna Matata""",clickbait
Kendall Jenner Shared A Photo Of Her Boob On Instagram,clickbait
Tape of Beating Leads to Firing of 5 Birmingham Officers,not-clickbait
Angela Merkel elected new German chancellor,not-clickbait
Are You More Katniss Or Furiosa,clickbait
U.S. Supreme Court eases government ability to seize property,not-clickbait
17 Red Velvet Recipes Guaranteed To Satisfy Your Sweet Tooth,clickbait
Cricket: West Indies regain Wisden Trophy,not-clickbait
Here's Why Your Body Jerks Awake When You're Falling Asleep,clickbait
European Court of Justice rules ISPs not obliged to reveal identity of people suspected of illegal sharing,not-clickbait
Republicans Press Judge About Bias,not-clickbait
Mark Ruffalo And Jared Leto Both Went To Comic-Con Disguised In Hideous Masks,clickbait
"You'll Never Guess What The ""E"" In Chuck E. Cheese Stands For",clickbait
Children From Latino Families Reveal Sacrifices Their Parents Made,clickbait
"Ignatieff, Rae say they'll run in next Canadian election",not-clickbait
Emma Watson Has Given A Brutally Honest Interview On Her Child Stardom,clickbait
A Magazine Just for You Arrives With Glitches,not-clickbait
How Stereotypically Mum Is Your Mum,clickbait
28 Unexpected Halloween Costumes You Can Make Yourself,clickbait
6.4 magnitude earthquake rocks Andaman Islands,not-clickbait
"19 Pictures That Will Make You Go ""Me""",clickbait
Nigerian city hit by bomb blasts after rebel warning,not-clickbait
